# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
0,1714553612.461086,0,0,0,0.33376091718673706,5.196935653686523
1,1714553612.463277,3200,-0.5015087723731995,5.791203498840332,0.33376091718673706,5.196935653686523
2,1714553613.003391,6400,-0.5070639848709106,5.052562236785889,0.33376091718673706,5.196935653686523
3,1714553613.0598989,9600,-0.5070639848709106,5.052562236785889,0.3843625783920288,5.623401641845703
4,1714553613.539181,12800,-0.4891321659088135,9.70725154876709,0.3843625783920288,5.623401641845703
5,1714553613.686492,16000,-0.4891321659088135,9.70725154876709,0.38711869716644287,12.007994651794434
6,1714553614.164491,19200,-0.4499913156032562,9.523872375488281,0.38711869716644287,12.007994651794434
7,1714553614.355194,22400,-0.4499913156032562,9.523872375488281,0.3715254068374634,8.940144538879395
8,1714553614.671927,25600,-0.4960329532623291,14.89867877960205,0.3715254068374634,8.940144538879395
9,1714553615.001136,28800,-0.4960329532623291,14.89867877960205,0.479973703622818,26.583600997924805
10,1714553615.319175,32000,-0.5384623408317566,27.006515502929688,0.479973703622818,26.583600997924805
11,1714553615.5792341,35200,-0.5384623408317566,27.006515502929688,0.4758913516998291,33.825008392333984
12,1714553615.934035,38400,-0.49492356181144714,34.083740234375,0.4758913516998291,33.825008392333984
13,1714553616.123669,41600,-0.49492356181144714,34.083740234375,0.43051332235336304,33.59333801269531
14,1714553616.557219,44800,-0.4787576198577881,34.20195007324219,0.43051332235336304,33.59333801269531
15,1714553616.6882272,48000,-0.4787576198577881,34.20195007324219,0.41488370299339294,35.51618957519531
16,1714553617.127767,51200,-0.4498881697654724,30.021678924560547,0.41488370299339294,35.51618957519531
17,1714553617.371854,54400,-0.4498881697654724,30.021678924560547,0.3943496346473694,27.9311580657959
18,1714553617.802963,57600,-0.4354814887046814,27.59390640258789,0.3943496346473694,27.9311580657959
19,1714553617.87527,60800,-0.4354814887046814,27.59390640258789,0.39329808950424194,27.07012939453125
20,1714553618.389767,64000,-0.44937631487846375,21.455732345581055,0.39329808950424194,27.07012939453125
21,1714553618.433856,67200,-0.44937631487846375,21.455732345581055,0.40135490894317627,21.81481170654297
22,1714553618.990703,70400,-0.4464188814163208,24.827251434326172,0.40135490894317627,21.81481170654297
23,1714553619.000444,73600,-0.4464188814163208,24.827251434326172,0.3894648253917694,25.87283706665039
24,1714553619.578567,76800,-0.4464188814163208,24.827251434326172,0.4081321358680725,29.695096969604492
25,1714553619.582121,80000,-0.4690866768360138,27.63943099975586,0.4081321358680725,29.695096969604492
26,1714553620.069155,83200,-0.4690866768360138,27.63943099975586,0.3637370467185974,31.536144256591797
27,1714553620.1676002,86400,-0.41712039709091187,29.762380599975586,0.3637370467185974,31.536144256591797
28,1714553620.7400541,89600,-0.41712039709091187,29.762380599975586,0.3505495488643646,20.706802368164062
29,1714553620.742817,92800,-0.4000927209854126,20.512466430664062,0.3505495488643646,20.706802368164062
30,1714553621.294174,96000,-0.4000927209854126,20.512466430664062,0.3394935131072998,24.24811363220215
31,1714553621.2950962,99200,-0.39025935530662537,24.084457397460938,0.3394935131072998,24.24811363220215
32,1714553621.8854442,102400,-0.39025935530662537,24.084457397460938,0.3231854736804962,24.960920333862305
33,1714553621.8865879,105600,-0.3799898326396942,26.666948318481445,0.3231854736804962,24.960920333862305
34,1714553622.4796412,108800,-0.3775852918624878,20.050376892089844,0.3231854736804962,24.960920333862305
35,1714553622.481766,112000,-0.3775852918624878,20.050376892089844,0.3155447542667389,20.968931198120117
36,1714553623.034715,115200,-0.35517174005508423,22.40191650390625,0.3155447542667389,20.968931198120117
37,1714553623.0632908,118400,-0.35517174005508423,22.40191650390625,0.2899423837661743,22.93769073486328
38,1714553623.637761,121600,-0.3322604298591614,20.261987686157227,0.2899423837661743,22.93769073486328
39,1714553623.659432,124800,-0.3322604298591614,20.261987686157227,0.27007192373275757,20.208040237426758
40,1714553624.251911,128000,-0.31908631324768066,20.554712295532227,0.27007192373275757,20.208040237426758
41,1714553624.2582002,131200,-0.31908631324768066,20.554712295532227,0.2555657923221588,20.987625122070312
42,1714553624.844574,134400,-0.31908631324768066,20.554712295532227,0.2419552356004715,22.147130966186523
43,1714553624.878837,137600,-0.3087853789329529,23.759920120239258,0.2419552356004715,22.147130966186523
44,1714553625.4351501,140800,-0.3048141896724701,22.39444351196289,0.2419552356004715,22.147130966186523
45,1714553625.439137,144000,-0.3048141896724701,22.39444351196289,0.23675578832626343,20.721372604370117
46,1714553626.0280828,147200,-0.2869991958141327,21.357595443725586,0.23675578832626343,20.721372604370117
47,1714553626.061573,150400,-0.2869991958141327,21.357595443725586,0.21726764738559723,20.830995559692383
48,1714553626.592756,153600,-0.2869991958141327,21.357595443725586,0.2159315049648285,18.726205825805664
49,1714553626.5975559,156800,-0.28565752506256104,18.853126525878906,0.2159315049648285,18.726205825805664
50,1714553627.1796439,160000,-0.2777702808380127,21.677583694458008,0.2159315049648285,18.726205825805664
51,1714553627.186527,163200,-0.2777702808380127,21.677583694458008,0.206129789352417,21.28125762939453
52,1714553627.747134,166400,-0.2777702808380127,21.677583694458008,0.20444469153881073,16.216161727905273
53,1714553627.754627,169600,-0.27935490012168884,17.912822723388672,0.20444469153881073,16.216161727905273
54,1714553628.317157,172800,-0.27935490012168884,17.912822723388672,0.1922377049922943,19.218910217285156
55,1714553628.360045,176000,-0.2642231583595276,20.3289852142334,0.1922377049922943,19.218910217285156
56,1714553628.8996449,179200,-0.2563992738723755,19.309154510498047,0.1922377049922943,19.218910217285156
