# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
565,1714865706.727903,1808000,2.1618711948394775,4265.134765625,-3.2150893211364746,5604.80126953125
566,1714865707.199141,1811200,2.175733804702759,4962.8544921875,-3.2150893211364746,5604.80126953125
567,1714865707.469902,1814400,2.175733804702759,4962.8544921875,-3.1986494064331055,6870.49267578125
568,1714865707.861904,1817600,2.172198534011841,4568.080078125,-3.1986494064331055,6870.49267578125
569,1714865708.2345421,1820800,2.172198534011841,4568.080078125,-3.2024331092834473,6106.6298828125
570,1714865708.496386,1824000,2.1555066108703613,4899.9619140625,-3.2024331092834473,6106.6298828125
571,1714865708.977631,1827200,2.1555066108703613,4899.9619140625,-3.21488094329834,6658.6845703125
572,1714865709.12218,1830400,2.1380531787872314,5179.88134765625,-3.21488094329834,6658.6845703125
573,1714865709.73039,1833600,2.1578619480133057,5337.5517578125,-3.21488094329834,6658.6845703125
574,1714865709.7866392,1836800,2.1578619480133057,5337.5517578125,-3.2110559940338135,7028.451171875
575,1714865710.358788,1840000,2.1788887977600098,4855.4111328125,-3.2110559940338135,7028.451171875
576,1714865710.528034,1843200,2.1788887977600098,4855.4111328125,-3.230026960372925,6142.94921875
577,1714865710.998485,1846400,2.2031893730163574,4700.89990234375,-3.230026960372925,6142.94921875
578,1714865711.2438898,1849600,2.2031893730163574,4700.89990234375,-3.2103018760681152,6428.33740234375
579,1714865711.654098,1852800,2.2101588249206543,4927.57080078125,-3.2103018760681152,6428.33740234375
580,1714865712.032543,1856000,2.2101588249206543,4927.57080078125,-3.214944839477539,6963.89892578125
581,1714865712.26953,1859200,2.209155797958374,5520.54931640625,-3.214944839477539,6963.89892578125
582,1714865712.781162,1862400,2.209155797958374,5520.54931640625,-3.192615270614624,6824.77490234375
583,1714865712.9480362,1865600,2.241018295288086,5159.3310546875,-3.192615270614624,6824.77490234375
584,1714865713.548403,1868800,2.234567642211914,5126.4794921875,-3.192615270614624,6824.77490234375
585,1714865713.5622962,1872000,2.234567642211914,5126.4794921875,-3.1576530933380127,6699.3486328125
586,1714865714.151535,1875200,2.230901002883911,5216.044921875,-3.1576530933380127,6699.3486328125
587,1714865714.2873201,1878400,2.230901002883911,5216.044921875,-3.1437325477600098,6790.9794921875
588,1714865714.823643,1881600,2.2307379245758057,5387.0341796875,-3.1437325477600098,6790.9794921875
